sqft_area,bedrooms,bathrooms,age_of_property,location,furnishing_status,has_parking,has_pool,has_gym,price
4583,4,3,35,Rural,Fully-Furnished,1,0,0,18644653.07
2961,4,2,11,Rural,Fully-Furnished,1,0,0,14224380.0
3743,4,2,26,Uptown,Unfurnished,0,0,1,27145804.41
3859,4,4,45,Uptown,Fully-Furnished,1,0,0,31051818.05
1185,3,1,33,Rural,Unfurnished,1,0,0,4148685.66
2660,2,1,32,Business District,Unfurnished,1,1,1,23596989.42
4488,4,2,27,Suburbs,Unfurnished,1,0,0,23653964.37
4566,4,4,30,Uptown,Fully-Furnished,0,0,0,36479549.76
2067,4,2,31,Business District,Unfurnished,1,1,1,20955694.0
538,4,2,49,Business District,Fully-Furnished,0,0,0,5340029.03
3044,3,2,19,Uptown,Fully-Furnished,1,0,0,24923569.66
1756,2,1,39,Suburbs,Semi-Furnished,1,1,1,12152057.88
3490,3,2,34,Uptown,Fully-Furnished,0,0,1,27604269.38
2696,3,1,30,Business District,Fully-Furnished,1,1,1,27418402.77
3968,5,3,30,Downtown,Unfurnished,1,0,1,35720074.22
3208,3,4,37,Uptown,Fully-Furnished,1,0,0,25517846.62
801,2,2,21,Business District,Fully-Furnished,0,1,1,10938213.1
1146,3,3,44,Uptown,Semi-Furnished,1,0,1,9778612.23
2259,5,3,40,Business District,Semi-Furnished,1,0,1,21867598.15
4851,3,3,8,Suburbs,Unfurnished,0,1,0,27461146.16
1097,4,1,8,Business District,Unfurnished,1,0,1,12457301.3
1161,1,2,14,Rural,Semi-Furnished,1,1,0,6448728.51
4830,3,2,12,Downtown,Semi-Furnished,1,1,1,46406766.88
1868,2,3,21,Business District,Fully-Furnished,1,0,0,17903235.75
3081,3,3,15,Uptown,Unfurnished,1,0,1,23664887.08
4368,4,4,31,Uptown,Unfurnished,1,0,1,31849365.42
4037,3,3,1,Business District,Fully-Furnished,1,1,0,39403088.65
4808,3,4,25,Rural,Fully-Furnished,1,0,1,21178505.02
782,1,1,13,Business District,Unfurnished,1,0,0,6737603.77
4178,5,4,37,Suburbs,Semi-Furnished,1,0,1,25882588.22
1986,1,3,33,Rural,Semi-Furnished,1,0,0,6001252.49
4582,3,4,7,Business District,Fully-Furnished,1,0,1,45232286.7
4683,4,3,35,Downtown,Unfurnished,1,1,0,42308883.02
960,4,2,20,Rural,Fully-Furnished,1,0,0,6086008.12
2825,2,1,45,Business District,Semi-Furnished,0,0,0,21967249.78
4254,3,2,42,Downtown,Semi-Furnished,0,1,1,38840124.57
2968,3,1,27,Business District,Fully-Furnished,1,0,1,29207048.25
2224,3,3,45,Suburbs,Semi-Furnished,1,1,0,14326560.96
1876,3,3,43,Uptown,Unfurnished,1,0,0,13256988.93
3243,5,2,47,Business District,Fully-Furnished,1,0,0,30109597.57
1014,5,1,5,Rural,Fully-Furnished,1,1,1,9343722.4
1202,5,2,19,Business District,Fully-Furnished,1,0,1,14590909.32
2153,1,3,30,Business District,Semi-Furnished,0,0,0,17284827.73
2566,2,2,32,Business District,Unfurnished,1,0,0,20412150.79
522,4,1,43,Business District,Fully-Furnished,1,1,0,6991309.3
2960,1,3,6,Rural,Fully-Furnished,1,1,1,16548351.71
1804,2,2,7,Rural,Semi-Furnished,1,0,0,7545768.3
3800,3,4,8,Business District,Unfurnished,1,1,1,34639987.25
861,3,2,1,Uptown,Fully-Furnished,1,0,0,9698712.6
4227,3,3,16,Business District,Semi-Furnished,1,0,0,36688633.3
1784,1,1,44,Rural,Fully-Furnished,1,1,0,7709002.89
1014,3,1,36,Suburbs,Semi-Furnished,1,1,1,9775925.3
948,2,3,41,Business District,Unfurnished,1,0,1,9193554.25
2355,3,1,43,Business District,Semi-Furnished,1,0,0,18877791.4
4062,5,3,16,Business District,Fully-Furnished,1,0,0,38699225.56
3020,3,2,37,Business District,Fully-Furnished,1,1,0,28972933.26
3581,4,4,34,Downtown,Semi-Furnished,1,1,1,35302296.84
1928,1,1,46,Business District,Unfurnished,0,0,1,14385270.38
4467,4,4,38,Rural,Unfurnished,1,1,0,18210099.06
1422,3,1,29,Rural,Fully-Furnished,1,1,0,7883181.72
3637,4,2,5,Downtown,Fully-Furnished,0,1,1,38127403.9
2659,4,2,3,Business District,Semi-Furnished,1,0,1,25070207.59
3047,5,4,36,Uptown,Semi-Furnished,1,0,0,23873716.16
3479,3,4,34,Business District,Semi-Furnished,1,0,1,31449530.68
2781,4,2,8,Rural,Unfurnished,1,0,1,12675447.11
3149,5,3,5,Suburbs,Unfurnished,1,1,0,20538127.94
813,2,2,12,Suburbs,Fully-Furnished,1,1,0,7583427.94
3113,3,3,21,Uptown,Fully-Furnished,0,0,0,25839997.34
3583,4,2,27,Business District,Fully-Furnished,1,1,1,36004323.09
2756,3,2,29,Downtown,Semi-Furnished,1,0,1,24902980.19
1537,4,3,35,Business District,Unfurnished,1,0,1,15378719.45
3989,3,2,1,Uptown,Fully-Furnished,0,0,0,32672329.35
3134,3,2,35,Uptown,Fully-Furnished,1,0,1,24990541.17
4483,4,4,7,Uptown,Fully-Furnished,1,0,0,37120373.68
2278,1,3,44,Suburbs,Fully-Furnished,1,0,0,12269723.07
4395,4,4,41,Business District,Fully-Furnished,1,1,1,42963252.11
1624,1,1,49,Business District,Fully-Furnished,0,0,1,14474073.97
1197,4,1,8,Downtown,Unfurnished,1,0,0,11341728.48
2679,5,3,0,Uptown,Fully-Furnished,1,0,1,25061905.78
1904,5,1,12,Uptown,Unfurnished,1,1,0,16821975.14
1543,2,1,49,Rural,Semi-Furnished,1,0,0,4661789.42
2429,4,1,14,Rural,Unfurnished,1,1,0,11217351.38
1513,4,2,31,Suburbs,Semi-Furnished,0,0,1,10508783.02
726,5,1,33,Business District,Unfurnished,1,0,0,7160805.86
2328,4,3,42,Downtown,Unfurnished,1,1,0,21862396.06
2523,5,3,30,Downtown,Fully-Furnished,1,0,0,26510037.16
2952,2,2,13,Uptown,Unfurnished,1,0,1,21793057.7
2585,5,3,46,Downtown,Unfurnished,1,0,0,22649404.63
4783,4,2,13,Uptown,Fully-Furnished,1,0,0,38290210.43
1580,4,2,47,Business District,Semi-Furnished,1,1,1,17119330.63
2820,5,1,28,Downtown,Fully-Furnished,0,0,1,29551373.69
3690,5,3,46,Uptown,Fully-Furnished,1,0,0,29415940.33
3130,3,2,18,Business District,Fully-Furnished,1,0,0,30051825.13
3063,5,2,26,Business District,Semi-Furnished,1,0,1,28326094.53
3792,3,2,8,Uptown,Unfurnished,0,0,0,26746456.56
4086,3,2,36,Uptown,Unfurnished,1,0,1,28253073.66
4931,4,4,36,Suburbs,Fully-Furnished,1,0,0,29555821.79
3447,3,2,42,Business District,Fully-Furnished,1,0,0,31507422.21
4459,4,4,27,Uptown,Unfurnished,1,0,0,32155520.7
3313,5,2,23,Business District,Unfurnished,1,0,1,28273614.21
3083,5,3,27,Downtown,Unfurnished,1,0,1,28780921.52
661,3,3,35,Rural,Semi-Furnished,1,1,1,6280344.77
1093,4,3,17,Rural,Semi-Furnished,1,0,0,6893444.49
3759,5,2,24,Uptown,Fully-Furnished,1,1,1,33688023.73
4655,5,4,34,Uptown,Semi-Furnished,1,0,0,34530985.97
3462,4,2,3,Business District,Fully-Furnished,1,1,1,36224011.52
4388,4,2,13,Uptown,Unfurnished,1,0,0,31305412.1
3890,5,2,38,Business District,Unfurnished,1,0,1,32843997.59
1163,2,2,25,Uptown,Fully-Furnished,1,1,1,12916217.41
1632,5,3,7,Business District,Unfurnished,1,1,0,17225283.24
1041,4,3,23,Uptown,Fully-Furnished,1,0,0,10291686.01
3474,5,4,15,Suburbs,Fully-Furnished,1,0,0,23177378.38
1367,3,3,19,Business District,Fully-Furnished,1,0,0,13923378.04
2566,2,1,14,Suburbs,Semi-Furnished,0,0,0,13866867.48
931,5,2,6,Suburbs,Fully-Furnished,1,0,1,10256513.44
4778,4,3,16,Suburbs,Fully-Furnished,1,1,0,31588525.27
1706,5,2,21,Suburbs,Fully-Furnished,1,0,1,13021830.39
3028,3,4,21,Downtown,Semi-Furnished,1,0,0,28704867.18
1669,4,3,11,Rural,Unfurnished,0,0,0,7578307.66
1330,4,1,17,Downtown,Semi-Furnished,1,1,0,14076507.63
2151,4,2,45,Uptown,Fully-Furnished,1,1,0,17523776.67
1636,1,2,46,Uptown,Semi-Furnished,1,0,1,11887871.13
3310,4,4,14,Rural,Unfurnished,1,0,0,13780789.39
975,3,3,36,Rural,Unfurnished,1,0,1,5816222.08
3310,5,3,15,Rural,Fully-Furnished,1,0,0,15905011.21
1826,1,3,4,Suburbs,Unfurnished,1,0,1,11868965.81
1519,4,3,1,Downtown,Semi-Furnished,0,1,1,18282889.96
2336,1,3,27,Uptown,Semi-Furnished,1,1,0,18499302.09
4756,5,3,40,Downtown,Unfurnished,1,0,0,41912886.25
2948,2,2,26,Downtown,Fully-Furnished,0,0,0,27259516.71
4793,3,4,30,Downtown,Fully-Furnished,0,0,1,47598691.54
1783,5,1,40,Rural,Semi-Furnished,0,0,0,7650686.2
1159,4,3,35,Rural,Unfurnished,1,1,1,7401957.34
2510,3,2,46,Uptown,Semi-Furnished,1,0,0,17761055.09
898,5,1,42,Uptown,Semi-Furnished,1,0,0,7081475.33
2233,2,3,0,Uptown,Semi-Furnished,1,1,0,19240882.13
2625,4,3,49,Downtown,Fully-Furnished,1,0,0,24968082.24
2671,5,2,28,Rural,Unfurnished,1,1,1,14006666.08
574,4,1,0,Suburbs,Unfurnished,1,1,0,7216598.48
3971,3,2,7,Downtown,Fully-Furnished,1,1,1,41702655.61
1336,5,1,15,Business District,Semi-Furnished,1,0,1,14560870.73
999,2,3,27,Downtown,Semi-Furnished,1,0,0,9807837.95
637,1,2,21,Rural,Fully-Furnished,1,0,0,2623002.4
2597,2,2,17,Business District,Unfurnished,1,0,0,22230999.57
4196,3,2,21,Downtown,Fully-Furnished,0,1,1,43617598.02
2385,3,3,40,Rural,Unfurnished,1,0,0,9415610.16
3257,3,2,11,Rural,Unfurnished,1,0,0,12717535.26
4420,5,3,18,Suburbs,Unfurnished,1,0,0,24066491.6
2400,1,3,24,Downtown,Semi-Furnished,1,1,0,21828199.47
3110,5,3,49,Rural,Semi-Furnished,1,0,1,12719211.12
4486,4,2,4,Uptown,Fully-Furnished,1,0,1,38622676.03
1949,3,3,33,Rural,Fully-Furnished,1,0,0,8391533.01
1046,5,2,38,Suburbs,Semi-Furnished,1,1,1,10157183.97
2503,2,3,9,Rural,Fully-Furnished,1,0,1,11865662.73
2596,3,1,46,Downtown,Semi-Furnished,1,0,0,22156558.35
1203,4,1,6,Downtown,Semi-Furnished,1,0,1,13661742.1
2903,2,1,36,Business District,Unfurnished,1,0,0,22465678.54
2125,2,1,46,Downtown,Unfurnished,1,1,1,18855156.57
3831,5,2,14,Business District,Semi-Furnished,1,1,1,35976449.75
3478,5,3,41,Uptown,Unfurnished,0,0,1,25188224.57
3339,4,3,23,Suburbs,Semi-Furnished,1,0,0,18933011.22
3884,3,3,25,Uptown,Unfurnished,1,0,1,27404603.52
3159,5,3,25,Business District,Fully-Furnished,1,1,0,32137226.07
2361,1,2,45,Rural,Fully-Furnished,1,0,0,7646251.86
3356,3,4,25,Rural,Semi-Furnished,1,1,1,16685842.38
1185,5,3,9,Uptown,Semi-Furnished,1,1,1,14783100.06
4783,3,3,16,Rural,Unfurnished,1,1,0,19092180.68
2119,2,3,13,Business District,Unfurnished,1,1,1,20867309.24
1931,2,1,1,Suburbs,Semi-Furnished,1,0,0,11820890.0
1375,4,2,47,Downtown,Fully-Furnished,1,1,0,15829214.17
2961,1,2,12,Business District,Fully-Furnished,0,1,1,28990521.24
1865,1,1,26,Business District,Semi-Furnished,1,0,0,15333742.17
1743,3,1,8,Downtown,Fully-Furnished,1,1,0,20092605.78
662,4,3,6,Downtown,Semi-Furnished,1,1,1,11464979.93
2474,1,3,47,Suburbs,Unfurnished,1,1,0,12988347.93
3791,5,3,9,Suburbs,Fully-Furnished,1,0,0,25623121.14
769,5,3,8,Suburbs,Fully-Furnished,0,0,0,7173551.64
1131,2,2,21,Rural,Unfurnished,0,0,1,5075239.16
1405,2,1,22,Business District,Unfurnished,0,1,1,13158420.13
3971,5,4,6,Downtown,Fully-Furnished,1,1,0,42744974.72
3753,3,4,47,Business District,Fully-Furnished,1,0,0,33962951.93
2514,4,2,8,Business District,Semi-Furnished,0,0,1,23750564.69
2141,3,2,26,Suburbs,Semi-Furnished,1,1,1,15319524.17
704,2,3,23,Suburbs,Fully-Furnished,1,0,0,5321839.67
1081,3,1,28,Business District,Semi-Furnished,1,0,0,10348020.95
1340,2,3,16,Suburbs,Unfurnished,1,1,1,10791835.7
2219,3,2,19,Rural,Semi-Furnished,1,0,0,8441060.59
3143,5,2,6,Downtown,Semi-Furnished,1,0,0,29949007.09
2797,5,2,42,Business District,Fully-Furnished,1,1,1,29117445.56
1374,3,3,39,Downtown,Semi-Furnished,0,0,0,12189596.25
1189,4,3,6,Rural,Fully-Furnished,1,1,0,8915384.74
4500,5,4,27,Suburbs,Fully-Furnished,1,0,1,28984017.4
3641,3,3,18,Uptown,Fully-Furnished,0,0,0,28935062.18
1922,3,1,19,Rural,Unfurnished,1,0,0,7499894.49
1171,1,3,43,Uptown,Semi-Furnished,1,0,0,8110328.93
1671,2,3,38,Downtown,Semi-Furnished,1,0,1,15852720.73
4226,5,2,39,Business District,Semi-Furnished,1,0,1,37455460.5
1443,2,2,6,Suburbs,Fully-Furnished,1,0,0,9686802.65
1949,4,1,5,Rural,Unfurnished,1,0,1,10083916.05
4237,4,4,24,Suburbs,Fully-Furnished,1,0,0,25791237.47
3039,3,4,40,Uptown,Semi-Furnished,1,0,0,22589763.0
4459,5,3,12,Uptown,Fully-Furnished,1,0,1,37433417.22
4760,5,4,38,Business District,Fully-Furnished,1,0,0,44734812.73
2861,2,1,39,Uptown,Semi-Furnished,1,0,1,19756411.4
4152,4,4,21,Business District,Fully-Furnished,1,0,1,39899192.01
4170,4,2,48,Rural,Fully-Furnished,1,1,0,18444086.61
2253,1,2,16,Business District,Unfurnished,1,0,1,19930262.17
2852,5,2,47,Uptown,Fully-Furnished,0,0,0,21038525.2
2438,1,3,21,Downtown,Unfurnished,1,1,1,22918585.18
870,2,1,33,Business District,Semi-Furnished,1,0,0,8098719.95
4979,4,2,7,Suburbs,Unfurnished,0,0,0,26967059.83
2431,5,1,48,Downtown,Fully-Furnished,0,0,1,23948043.76
924,1,2,44,Business District,Semi-Furnished,1,0,1,8609054.68
1394,4,1,17,Suburbs,Fully-Furnished,1,0,0,10178055.22
1097,2,1,23,Downtown,Fully-Furnished,1,0,0,11112796.86
3562,4,3,41,Business District,Unfurnished,1,1,0,29318823.53
2836,3,2,1,Rural,Fully-Furnished,1,0,0,14360613.65
2187,1,1,1,Suburbs,Unfurnished,0,0,0,11706840.48
1072,2,2,26,Rural,Semi-Furnished,1,0,1,5359650.16
2590,2,1,13,Uptown,Semi-Furnished,1,0,0,19829571.06
4169,5,3,47,Business District,Fully-Furnished,1,0,1,39008151.96
4772,3,2,38,Business District,Unfurnished,0,1,0,37897622.26
2133,4,2,11,Suburbs,Fully-Furnished,1,1,1,16705493.12
2017,1,2,31,Business District,Fully-Furnished,1,1,0,19220580.05
4793,5,3,27,Uptown,Fully-Furnished,1,0,1,39942255.37
3157,3,2,27,Business District,Fully-Furnished,1,1,0,31025305.59
4148,3,3,45,Downtown,Unfurnished,0,0,1,34745479.09
4088,4,3,24,Rural,Fully-Furnished,1,0,0,17865602.67
2037,1,1,3,Uptown,Semi-Furnished,0,0,0,14465129.91
3637,3,2,25,Uptown,Unfurnished,1,1,0,26800185.53
597,4,1,35,Rural,Fully-Furnished,1,0,0,3920186.97
3715,3,2,49,Rural,Unfurnished,1,0,1,13655928.81
4250,5,4,2,Uptown,Fully-Furnished,0,1,0,37645553.46
3657,3,4,0,Rural,Semi-Furnished,1,0,1,16563448.93
843,3,1,16,Suburbs,Semi-Furnished,1,0,0,6844227.56
1110,4,3,6,Rural,Semi-Furnished,1,0,0,7282190.42
2227,4,3,47,Downtown,Unfurnished,0,0,1,19710344.58
2790,3,2,4,Downtown,Semi-Furnished,1,0,1,28138920.66
2354,2,3,18,Suburbs,Fully-Furnished,1,0,0,15184617.51
3108,4,4,38,Rural,Fully-Furnished,1,0,1,13963354.76
2579,2,2,45,Downtown,Fully-Furnished,1,1,1,26918274.78
2824,5,2,33,Business District,Unfurnished,1,1,1,25710715.21
1677,4,2,34,Rural,Unfurnished,0,1,0,6914081.83
1591,5,2,48,Suburbs,Semi-Furnished,1,0,1,10252876.54
3291,3,2,15,Rural,Unfurnished,1,0,0,13277319.14
2249,4,2,39,Uptown,Fully-Furnished,1,0,1,19957089.11
3175,5,2,49,Uptown,Fully-Furnished,1,1,0,26492887.69
1281,5,2,46,Downtown,Fully-Furnished,1,1,1,15810781.55
3548,3,2,38,Uptown,Unfurnished,1,1,1,27314867.65
2605,5,2,26,Suburbs,Fully-Furnished,1,0,0,17464287.43
4367,5,2,40,Downtown,Semi-Furnished,1,0,0,39673873.75
2613,2,1,37,Suburbs,Unfurnished,1,1,1,15454088.2
4470,5,3,49,Suburbs,Fully-Furnished,1,0,0,27257867.0
2491,4,1,49,Uptown,Fully-Furnished,1,0,0,19241764.08
1567,4,3,24,Uptown,Unfurnished,1,1,0,14806956.87
2077,5,2,25,Suburbs,Unfurnished,0,0,1,13071376.62
1511,4,1,13,Uptown,Semi-Furnished,1,0,1,13553527.53
2774,5,1,13,Uptown,Unfurnished,1,0,1,20930635.99
2314,4,2,13,Uptown,Fully-Furnished,1,0,0,20542308.42
2926,1,1,24,Rural,Semi-Furnished,1,0,0,9757221.88
4902,3,4,35,Suburbs,Fully-Furnished,0,0,0,27669618.07
3051,4,4,3,Business District,Fully-Furnished,0,1,1,32477165.01
4157,4,4,46,Suburbs,Fully-Furnished,1,0,0,24894588.0
507,4,1,14,Downtown,Unfurnished,0,0,0,6007674.57
3055,3,3,31,Uptown,Unfurnished,1,0,1,22837568.99
975,3,2,17,Uptown,Fully-Furnished,1,0,1,9736378.69
2711,5,1,13,Business District,Unfurnished,1,0,0,24884656.07
984,3,2,0,Downtown,Fully-Furnished,1,1,0,13335032.06
2785,3,3,41,Rural,Unfurnished,1,0,0,9196400.24
4025,3,4,19,Suburbs,Unfurnished,1,0,1,23965158.46
3839,5,2,9,Rural,Unfurnished,1,1,0,17682903.53
3322,3,2,9,Downtown,Semi-Furnished,0,0,1,31631256.01
3424,3,3,23,Business District,Unfurnished,1,0,0,27897147.98
758,4,2,33,Downtown,Semi-Furnished,1,0,1,9039086.56
782,1,1,27,Business District,Semi-Furnished,1,0,0,5188181.0
2398,5,1,26,Rural,Semi-Furnished,0,0,0,9673544.25
4635,4,4,39,Rural,Fully-Furnished,1,0,1,21568216.89
3476,3,3,0,Downtown,Unfurnished,0,0,1,31599824.87
2767,1,2,32,Downtown,Fully-Furnished,1,1,1,28840298.91
3700,5,2,3,Uptown,Semi-Furnished,0,0,1,28748553.02
1112,4,2,6,Business District,Unfurnished,1,0,0,11102049.37
1187,2,3,8,Uptown,Fully-Furnished,0,0,0,9876734.11
4190,3,4,15,Suburbs,Semi-Furnished,1,0,0,24441185.09
1112,5,1,4,Suburbs,Fully-Furnished,1,0,1,10537976.39
2807,3,3,33,Downtown,Fully-Furnished,1,0,0,27229923.98
3513,5,3,22,Rural,Unfurnished,1,1,0,15937042.82
2281,3,3,42,Suburbs,Unfurnished,1,1,0,13652831.38
3091,3,4,49,Suburbs,Fully-Furnished,1,0,1,19432978.87
3196,3,3,24,Uptown,Unfurnished,1,1,1,25720565.09
4458,4,4,12,Uptown,Unfurnished,1,0,1,34305322.11
1074,3,1,23,Suburbs,Fully-Furnished,1,0,0,6956822.46
2410,1,2,10,Downtown,Unfurnished,0,1,1,22829322.34
4104,3,4,16,Uptown,Unfurnished,1,1,0,30899768.78
1169,3,2,36,Suburbs,Semi-Furnished,1,0,0,6224824.56
4864,4,3,12,Rural,Unfurnished,0,0,0,17847303.15
1783,3,3,26,Uptown,Semi-Furnished,1,0,0,14237810.97
1423,4,3,19,Suburbs,Fully-Furnished,1,0,1,12512905.4
1625,3,2,32,Business District,Semi-Furnished,1,1,1,16118305.63
2029,5,2,41,Uptown,Fully-Furnished,1,0,0,18096712.88
2094,1,1,31,Business District,Unfurnished,1,0,1,16590623.24
746,5,2,7,Uptown,Unfurnished,1,0,0,8779550.39
4211,4,3,28,Uptown,Semi-Furnished,1,0,0,31396915.19
2060,2,2,39,Business District,Fully-Furnished,0,1,0,19488687.53
2900,5,2,18,Downtown,Unfurnished,1,1,0,27911495.94
2743,5,2,5,Suburbs,Semi-Furnished,0,0,0,17114664.83
4364,4,2,43,Downtown,Semi-Furnished,1,0,1,39397690.96
2439,3,3,38,Downtown,Semi-Furnished,1,0,1,23600674.92
3569,3,2,47,Suburbs,Unfurnished,1,0,1,19475481.91
726,1,2,40,Rural,Fully-Furnished,1,0,0,2029920.23
4047,3,3,20,Downtown,Unfurnished,1,0,1,35467515.83
764,4,2,21,Downtown,Unfurnished,1,0,1,9189075.53
1895,3,3,41,Downtown,Fully-Furnished,0,0,1,20323040.74
4057,5,3,9,Rural,Semi-Furnished,1,1,0,19123482.89
1145,5,2,9,Uptown,Unfurnished,1,0,1,12283728.1
3490,3,3,28,Business District,Semi-Furnished,1,1,1,31752746.72
2399,3,3,15,Business District,Semi-Furnished,1,0,1,22302812.29
3004,3,2,0,Rural,Fully-Furnished,1,1,0,15344817.65
3272,3,4,16,Downtown,Fully-Furnished,1,0,0,32857551.09
1654,1,3,29,Business District,Fully-Furnished,1,1,0,16679598.35
1087,2,2,25,Rural,Semi-Furnished,1,0,0,4207244.32
2321,5,1,45,Suburbs,Semi-Furnished,1,1,0,15087868.53
1485,1,2,18,Business District,Unfurnished,1,1,1,14679104.62
4579,3,2,20,Suburbs,Semi-Furnished,1,0,0,26139794.3
3848,5,2,16,Downtown,Fully-Furnished,1,0,0,38469203.7
4331,5,2,45,Business District,Fully-Furnished,1,1,0,40935464.1
1741,4,2,39,Rural,Fully-Furnished,1,1,0,9053386.95
689,5,1,20,Uptown,Fully-Furnished,1,1,0,9261117.15
1480,3,2,40,Business District,Semi-Furnished,1,1,0,13854787.8
2198,1,1,39,Business District,Fully-Furnished,1,1,0,21174496.96
2215,3,2,44,Business District,Unfurnished,1,0,1,18363452.28
3093,3,4,48,Business District,Semi-Furnished,1,0,0,25354196.47
4636,3,3,18,Rural,Fully-Furnished,1,0,1,20513152.53
4933,3,2,6,Rural,Unfurnished,1,0,1,19416083.38
1598,3,2,16,Uptown,Fully-Furnished,1,0,0,14392943.91
2826,4,2,0,Rural,Semi-Furnished,0,0,1,13186186.16
3747,3,3,36,Rural,Semi-Furnished,1,0,0,13323153.08
1395,4,2,5,Downtown,Unfurnished,1,0,0,14447510.03
2174,5,2,25,Downtown,Semi-Furnished,1,0,0,20856849.85
3409,5,4,1,Suburbs,Unfurnished,1,0,0,20447167.58
1430,1,3,31,Uptown,Fully-Furnished,1,0,1,12214990.91
4884,4,2,47,Downtown,Semi-Furnished,1,0,0,42991591.47
1223,3,2,4,Uptown,Fully-Furnished,1,1,0,13072401.99
3440,3,4,36,Uptown,Fully-Furnished,0,0,0,27139811.23
1589,3,3,30,Business District,Semi-Furnished,1,1,0,15457621.54
1435,5,1,11,Uptown,Fully-Furnished,1,0,1,14699619.15
2795,3,2,34,Business District,Unfurnished,0,0,0,21626706.51
655,5,2,29,Suburbs,Unfurnished,1,0,0,5803374.21
1570,5,1,47,Suburbs,Unfurnished,0,0,0,8209619.91
2458,4,3,5,Suburbs,Semi-Furnished,1,0,0,16800335.49
3001,3,4,14,Business District,Fully-Furnished,0,0,0,28326412.88
4719,3,2,14,Business District,Fully-Furnished,0,1,0,44865323.75
4330,3,3,15,Suburbs,Fully-Furnished,1,1,0,28863379.47
1354,5,3,19,Business District,Fully-Furnished,1,1,1,17707780.4
1139,5,1,12,Rural,Unfurnished,0,1,0,7528920.76
2738,3,3,43,Rural,Semi-Furnished,1,0,1,11405198.45
2102,3,3,41,Business District,Unfurnished,1,0,1,18289165.13
941,4,3,45,Business District,Unfurnished,1,0,1,9544633.63
1836,2,3,30,Downtown,Semi-Furnished,1,0,0,16796999.74
4200,4,4,33,Downtown,Semi-Furnished,1,1,1,41301073.4
1448,3,2,28,Uptown,Unfurnished,1,1,1,13214425.14
3873,4,3,2,Uptown,Fully-Furnished,1,1,1,34703697.18
959,3,2,8,Uptown,Semi-Furnished,1,1,0,11375091.9
892,5,3,10,Suburbs,Semi-Furnished,1,0,0,8474898.56
4438,5,3,10,Rural,Unfurnished,0,0,1,18089639.47
2287,1,2,24,Suburbs,Fully-Furnished,1,0,0,13296554.88
2757,4,1,21,Business District,Semi-Furnished,0,1,0,24755489.17
1638,3,3,41,Downtown,Unfurnished,1,1,0,15614440.59
4308,3,2,45,Business District,Semi-Furnished,1,0,1,36613735.2
2954,4,1,8,Business District,Fully-Furnished,1,0,0,28391858.03
1966,3,3,19,Downtown,Unfurnished,1,0,1,20127548.21
4174,5,2,20,Business District,Unfurnished,1,0,0,33856454.52
1877,2,3,9,Uptown,Fully-Furnished,0,1,0,17181589.79
3097,4,2,21,Downtown,Unfurnished,1,0,0,26934503.54
641,3,3,28,Business District,Fully-Furnished,1,0,1,8339791.43
3159,4,4,8,Uptown,Unfurnished,0,0,0,23873110.0
1339,3,3,4,Uptown,Fully-Furnished,1,1,0,14812522.61
4118,5,2,39,Rural,Semi-Furnished,1,0,0,15305368.77
4417,4,3,10,Uptown,Semi-Furnished,1,0,0,33725504.18
1095,1,2,0,Suburbs,Semi-Furnished,0,0,1,7354528.41
2404,2,1,41,Downtown,Unfurnished,1,0,0,19630898.8
780,4,1,0,Downtown,Fully-Furnished,1,0,0,9979281.13
923,1,1,38,Downtown,Fully-Furnished,1,1,0,9024690.89
4865,5,3,45,Business District,Semi-Furnished,1,1,0,42844670.36
4749,4,2,4,Business District,Semi-Furnished,1,0,1,42166379.52
2250,4,2,48,Suburbs,Semi-Furnished,1,0,0,12823174.77
2467,3,3,21,Uptown,Fully-Furnished,1,1,0,22539037.36
4588,5,4,25,Business District,Semi-Furnished,1,0,0,40699644.82
4678,4,4,5,Uptown,Unfurnished,1,0,1,35071398.67
3446,4,3,31,Uptown,Semi-Furnished,1,0,0,25266324.13
1949,4,3,47,Business District,Semi-Furnished,1,0,0,17407997.72
2831,2,1,10,Business District,Fully-Furnished,1,0,1,27419914.62
2720,4,3,9,Suburbs,Unfurnished,1,1,1,19588431.27
4289,3,2,46,Rural,Fully-Furnished,1,1,0,17485360.92
3310,4,3,38,Downtown,Unfurnished,0,0,0,28651838.3
2031,5,1,33,Business District,Unfurnished,1,1,0,18810252.66
3490,3,4,30,Business District,Semi-Furnished,1,0,1,30895922.32
4993,4,3,11,Uptown,Semi-Furnished,1,0,1,38290680.43
1643,1,1,43,Rural,Fully-Furnished,1,0,0,4829905.31
1433,5,3,15,Business District,Fully-Furnished,1,0,1,17171112.82
1960,1,1,37,Rural,Fully-Furnished,1,1,0,8192170.59
3223,5,3,2,Downtown,Unfurnished,1,1,1,32995481.76
3012,3,2,1,Uptown,Fully-Furnished,1,1,1,28877288.91
785,4,1,4,Suburbs,Unfurnished,1,0,1,7217318.53
764,4,2,10,Downtown,Unfurnished,1,0,0,8754145.43
2867,3,2,24,Rural,Unfurnished,1,0,0,10779628.74
3947,3,2,34,Rural,Unfurnished,0,1,1,15727952.05
2262,2,2,34,Downtown,Unfurnished,0,0,0,18379861.28
3548,5,4,21,Rural,Semi-Furnished,1,0,0,15792674.06
2881,4,2,36,Suburbs,Unfurnished,1,0,0,16222632.03
2769,1,2,21,Suburbs,Unfurnished,0,0,0,13821489.77
